,0,1,2,3
0,101.52027763235854,58.76875303510889,92.6412213740458,0
1,100.53034560254453,-69.36566631903068,1.7251908396946565,0
2,91.83310503117674,-54.01002306529948,-27.282442748091604,0
3,91.83310503117674,-54.01002306529948,-27.282442748091604,0
4,86.11039765159028,-73.94388200920724,-14.938931297709924,0
5,99.66399391315369,-71.81396875871307,-21.587786259541986,0
6,99.66399391315369,-71.81396875871307,-21.587786259541986,0
7,44.9763324974806,-56.60379546475997,-7.5038167938931295,0
8,102.96047162760517,-75.0639871139664,-14.610687022900763,0
9,102.96047162760517,-75.0639871139664,-14.610687022900763,0
10,135.20230602998905,64.93601306330507,-164.12977099236642,0
11,103.60380744202536,-82.08802159381382,-35.908396946564885,0
12,103.60380744202536,-82.08802159381382,-35.908396946564885,0
13,162.47260865851086,-23.636938352250255,178.03053435114504,0
14,133.85471756743954,-73.39742092285226,-8.305343511450381,0
15,133.85471756743954,-73.39742092285226,-8.305343511450381,0
16,72.30047699287736,-58.90673294294555,-13.01526717557252,0
17,33.18178991236568,-84.53382991972781,-0.04580152671755725,0
18,33.18178991236568,-84.53382991972781,-0.04580152671755725,0
19,106.10862422991914,-63.58200628454733,-52.70229007633588,0
20,80.00610779969519,-62.73226852953658,10.618320610687023,0
21,80.00610779969519,-62.73226852953658,10.618320610687023,0
22,107.63857112681787,-60.79796975593576,-22.14503816793893,0
23,91.45077656296404,14.559618401295797,-36.213740458015266,0
24,91.45077656296404,14.559618401295797,-36.213740458015266,0
25,131.2350419323348,-71.9010115002385,-78.33587786259542,0
26,131.2350419323348,-71.9010115002385,-78.33587786259542,0
27,93.2883495518804,-47.10608918425389,212.0229007633588,0
28,134.0732230371247,-67.34222495849053,-0.3053435114503817,0
29,134.0732230371247,-67.34222495849053,-0.3053435114503817,0
30,101.01674112363804,-50.692196278554604,43.229007633587784,0
31,140.92342850134705,-81.48004236054065,0.8320610687022901,0
32,140.92342850134705,-81.48004236054065,0.8320610687022901,0
33,96.33653276978919,-57.544758843788266,23.03053435114504,0
34,-19.921960459009494,-67.25302957456687,-6.137404580152672,0
35,82.94481964562053,-61.26091978828042,4.534351145038168,0
36,82.94481964562053,-61.26091978828042,4.534351145038168,0
37,103.05746162950395,-37.00383475868813,250.12977099236642,0
38,103.05746162950395,-37.00383475868813,250.12977099236642,0
39,145.37854719658222,-76.74461633511666,-4.824427480916031,0
40,165.50367594463432,-58.726671867187605,99.32824427480917,0
41,165.50367594463432,-58.726671867187605,99.32824427480917,0
42,119.7031909929326,-82.45399175341993,-30.16793893129771,0
43,175.0218812115245,-76.63472581902589,86.94656488549619,0
44,175.0218812115245,-76.63472581902589,86.94656488549619,0
45,94.21579637030295,-73.75715920875118,-32.63358778625954,0
46,98.30114947549828,-66.79640651644351,-84.19083969465649,0
47,98.30114947549828,-66.79640651644351,-84.19083969465649,0
48,83.46606713250566,-74.3032081081878,-9.381679389312977,0
49,87.8891847718829,-51.877805652749714,-87.78625954198473,0
50,87.8891847718829,-51.877805652749714,-87.78625954198473,0
51,31.90273509723547,-84.77545318173739,-23.99236641221374,0
52,108.67284401071164,-71.6514390344961,-9.786259541984732,0
53,108.67284401071164,-71.6514390344961,-9.786259541984732,0
54,-8.637565621962192,-55.76693402530432,-4.3893129770992365,0
55,93.57823546045104,-77.11460631607054,12.17557251908397,0
56,93.57823546045104,-77.11460631607054,12.17557251908397,0
57,-54.34304676194187,-61.899899466039244,15.80916030534351,0
58,98.92148843625836,-62.128464318758326,-19.221374045801525,0
59,98.92148843625836,-62.128464318758326,-19.221374045801525,0
60,18.744999089108525,-65.20012087717322,-42.86259541984733,0
61,120.18602654599609,-69.3713118370126,-43.74809160305343,0
62,120.18602654599609,-69.3713118370126,-43.74809160305343,0
63,95.85017884346371,-54.81554328305893,-6.290076335877862,0
64,109.37661336853971,-75.06556520425163,-24.442748091603054,0
65,109.37661336853971,-75.06556520425163,-24.442748091603054,0
66,93.52733187566677,79.29048628603836,65.22900763358778,0
67,114.55148435506652,-74.84244630233913,-3.633587786259542,0
68,114.55148435506652,-74.84244630233913,-3.633587786259542,0
69,107.9429212085405,-43.604059663767444,250.12977099236642,0
