,0,1,2,3
0,-59.63753178763042,-17.619375527752148,2.6946564885496183,1
1,-64.09378021483104,-14.764586347079423,0.1984732824427481,1
2,-57.18138006113588,-26.43742093283252,9.84732824427481,1
3,-57.18138006113588,-26.43742093283252,9.84732824427481,1
4,-56.37359769031639,-10.374654357742378,1.9618320610687023,1
5,-59.11892423691896,-20.575646915945324,15.992366412213741,1
6,-59.11892423691896,-20.575646915945324,15.992366412213741,1
7,-63.45087541278324,-23.388549318325875,57.63358778625954,1
8,-61.01632821170924,-19.655821810742733,8.267175572519085,1
9,-61.01632821170924,-19.655821810742733,8.267175572519085,1
10,-60.9224559456733,-16.283419481245573,10.13740458015267,1
11,-60.9224559456733,-16.283419481245573,10.13740458015267,1
12,-60.9224559456733,-16.283419481245573,10.13740458015267,1
13,-60.9224559456733,-16.283419481245573,10.13740458015267,1
14,-60.9224559456733,-16.283419481245573,10.13740458015267,1
15,-60.9224559456733,-16.283419481245573,10.13740458015267,1
16,-60.9224559456733,-16.283419481245573,10.13740458015267,1
17,-60.9224559456733,-16.283419481245573,10.13740458015267,1
18,-60.9224559456733,-16.283419481245573,10.13740458015267,1
19,-60.9224559456733,-16.283419481245573,10.13740458015267,1
20,-60.9224559456733,-16.283419481245573,10.13740458015267,1
21,-60.9224559456733,-16.283419481245573,10.13740458015267,1
22,-58.37519021515612,-14.525807717646158,2.114503816793893,1
23,-58.37519021515612,-14.525807717646158,2.114503816793893,1
24,-62.430820064859525,-24.885766546060232,-18.061068702290076,1
25,-59.06856091233944,-12.423147352256558,8.717557251908397,1
26,-59.06856091233944,-12.423147352256558,8.717557251908397,1
27,-64.01972419195222,-12.138634099435174,-57.12213740458015,1
28,-62.53455338586842,-12.104607563182268,-64.97709923664122,1
29,-62.53455338586842,-12.104607563182268,-64.97709923664122,1
30,-60.455336997394554,-18.27358995430783,-6.412213740458015,1
31,-64.94533421256742,-18.17312430948648,9.725190839694656,1
32,-64.94533421256742,-18.17312430948648,9.725190839694656,1
33,-52.119553072641686,-15.357313545610975,16.061068702290076,1
34,-56.935002629084636,-12.394208318219842,-5.213740458015267,1
35,-56.935002629084636,-12.394208318219842,-5.213740458015267,1
36,-70.73181582474042,-14.628635855739404,16.16030534351145,1
37,-70.73181582474042,-14.628635855739404,16.16030534351145,1
38,-64.38289382121674,-19.642740728699646,84.80152671755725,1
39,-53.686090751812564,-13.67892801617929,27.045801526717558,1
40,-55.99946006109618,-17.0997249363651,-8.687022900763358,1
41,-55.99946006109618,-17.0997249363651,-8.687022900763358,1
42,-66.29423725997364,-7.699305747913904,-10.916030534351146,1
43,-49.912153885689946,-20.189953164249037,19.27480916030534,1
44,-49.912153885689946,-20.189953164249037,19.27480916030534,1
45,-56.50381701367984,-11.476275468213853,0.42748091603053434,1
46,-70.45743922898076,-16.491459801745542,-60.11450381679389,1
47,-70.45743922898076,-16.491459801745542,-60.11450381679389,1
48,-58.68016747889006,-18.647386440537293,-9.961832061068701,1
49,-53.068175062563114,-28.003600340669237,-1.9923664122137406,1
50,-53.068175062563114,-28.003600340669237,-1.9923664122137406,1
51,-57.870647646766805,-18.62499732329528,-9.129770992366412,1
52,-60.72331914940071,-22.34748872949748,2.3893129770992365,1
53,-60.72331914940071,-22.34748872949748,2.3893129770992365,1
54,-65.42046984597685,-17.630535452563347,-4.67175572519084,1
55,-65.42046984597685,-17.630535452563347,-4.67175572519084,1
56,-58.73697985607754,-17.294586605051766,13.702290076335878,1
57,-58.73697985607754,-17.294586605051766,13.702290076335878,1
58,-58.73697985607754,-17.294586605051766,13.702290076335878,1
59,-66.32630164174942,-19.640268599504623,58.14503816793893,1
60,-64.85429024435065,-6.313502342677,29.47328244274809,1
61,-62.233149485925985,-12.770942798351983,6.0534351145038165,1
62,-67.28408357363338,-18.35206342289845,7.977099236641221,1
