960,1780,15360,-418,-258,500,1
-17792,3224,-10256,-21274,-12895,1599,0
1976,1048,15264,-18,150,-177,1
1040,2224,15104,-55,27,-236,1
2536,-15300,3892,3660,2648,-4163,0
1336,1464,16048,-265,-4,48,1
-18024,-1428,-16968,24255,28822,-11519,0
1508,2372,15752,-247,64,102,1
-632,-23984,-712,26449,-28079,12289,0
-148,1880,15620,-3,158,-95,1
-15456,3220,2172,552,161,-46,0
-7380,-23144,7628,-6242,1930,6668,0
1632,2452,15716,-226,201,-85,1
-15972,-13176,-13804,-32768,-26666,13827,0
-3448,-8960,15892,206,-6823,32767,0
816,1812,15600,37,229,-86,1
1280,2508,15432,-97,201,-376,1
1304,984,16428,104,-205,603,1
-7108,-21040,5864,32767,14223,-2655,0
3140,-10744,15912,-8263,2330,-32768,0
-15188,3592,1904,-357,59,20,0
992,1056,15988,-74,186,-177,1
-12336,2420,3800,13508,9224,-896,0
-17144,-15188,4824,3605,-10407,-21712,0
1124,-13804,10848,-6296,2235,5365,0
-17608,1548,-14784,-32768,-10022,1914,0
968,1884,15644,-111,67,-58,1
1892,-14768,5620,-8237,5317,-375,0
-6020,11648,11088,-8131,-4632,544,0
1112,1356,16484,-246,225,-71,1
260,2432,15808,-262,234,-404,1
-1900,-25536,7724,-32768,-10571,6630,0
492,2224,15288,-140,-65,11,1
1140,980,16116,-126,224,-62,1
656,2180,15532,15,-175,-124,1
-11960,-9764,6492,4396,4143,-12750,0
1808,968,15520,-724,25,-98,1
1496,1884,15496,-103,-156,-269,1
-6460,-18524,-5792,32767,32767,-10404,0
412,2068,16900,-649,-227,-656,1
748,-22120,1244,32767,30220,-4505,0
436,1624,15916,264,332,135,1
-11820,-12632,4764,2604,1511,-22023,0
-16776,1992,-17152,19584,11476,1285,0
1592,1264,15512,46,-99,159,1
-6668,-18896,-11204,-32768,-22039,7991,0
144,2908,15252,13,-253,-424,1
1360,1144,15236,-385,-272,-13,1
23344,-13292,17208,1635,7267,-29876,0
348,2300,15708,-107,8,-181,1
1568,-13860,13464,-2203,-2124,-1617,0
-9132,-10524,6536,1925,1322,2457,0
-12528,-9560,9160,457,-1672,-6469,0
