ax,ay,az
0.007326007326007326,-0.006105006105006105,0.24053724053724054
-0.002442002442002442,0.006715506715506716,0.23504273504273504
0.0030525030525030525,-0.003663003663003663,0.24664224664224665
-0.003663003663003663,0.0018315018315018315,0.24358974358974358
-0.0006105006105006105,0.0,0.2442002442002442
0.005494505494505495,-0.004884004884004884,0.24358974358974358
-0.008547008547008548,0.004884004884004884,0.23809523809523808
-0.0006105006105006105,-0.007326007326007326,0.23504273504273504
-0.004273504273504274,0.009157509157509158,0.23931623931623933
0.0006105006105006105,0.0006105006105006105,0.23931623931623933
-0.0030525030525030525,0.0,0.23992673992673993
-0.013431013431013432,0.006105006105006105,0.24847374847374848
0.001221001221001221,-0.0018315018315018315,0.25518925518925517
-0.006105006105006105,0.004273504273504274,0.2496947496947497
-0.016483516483516484,0.003663003663003663,0.25518925518925517
-0.002442002442002442,-0.0030525030525030525,0.2576312576312576
0.01221001221001221,-0.0115995115995116,0.25824175824175827
0.006105006105006105,-0.002442002442002442,0.25457875457875456
-0.01282051282051282,0.006715506715506716,0.2503052503052503
0.009768009768009768,-0.009768009768009768,0.2619047619047619
